Candidate_ID,Role_Applied,Department,Source,Application_Date,Screening_Date,Interview_Date,Offer_Date,Hire_Date,Final_Status
C00282,Marketing Specialist,HR,Referral,2024-06-20,2024-06-21,,,,Hired
C00283,Marketing Specialist,Product,Naukri,2023-12-03,,,,,Hired
C00284,Software Engineer,Tech,Naukri,2024-07-09,2024-07-15,2024-07-16,2024-07-19,,Rejected
C00285,Software Engineer,Tech,Naukri,2024-06-26,2024-07-03,2024-07-11,2024-07-13,,Dropped
C00286,HR Manager,Sales,Naukri,2024-04-25,2024-05-05,2024-05-07,,,Rejected
C00287,Marketing Specialist,Marketing,Company Website,2024-02-07,2024-02-14,,,,Hired
C00288,Product Manager,Tech,Company Website,2024-01-21,2024-01-26,2024-02-07,2024-02-12,2024-03-03,Hired
C00289,Software Engineer,Product,Company Website,2023-11-03,2023-11-05,2023-11-20,2023-11-29,2023-11-30,Hired
C00290,Data Scientist,HR,Naukri,2024-12-13,2024-12-23,2024-12-30,2025-01-03,,Rejected
C00291,Data Scientist,Tech,LinkedIn,2025-06-16,2025-06-19,2025-06-29,2025-07-01,,Dropped
C00292,Data Scientist,Product,Naukri,2024-12-06,,,,,Dropped
C00293,Sales Executive,HR,Referral,2024-04-02,2024-04-06,2024-04-13,2024-04-16,,Rejected
C00294,HR Manager,Marketing,AngelList,2023-10-16,,,,,Hired
C00295,Data Scientist,Sales,AngelList,2024-01-08,2024-01-15,2024-01-23,2024-01-28,,Rejected
C00296,HR Manager,Sales,AngelList,2025-05-12,2025-05-22,2025-05-24,2025-05-30,2025-06-11,Hired
C00297,Data Scientist,Sales,Referral,2023-12-16,2023-12-24,2023-12-27,2024-01-04,,Dropped
C00298,Product Manager,Tech,LinkedIn,2024-07-26,2024-07-28,,,,Dropped
C00299,HR Manager,Product,LinkedIn,2024-11-18,2024-11-28,,,,Rejected
C00300,Data Scientist,Sales,AngelList,2025-01-11,2025-01-19,2025-02-01,,,Hired
C00301,Software Engineer,HR,LinkedIn,2025-09-09,2025-09-16,,,,Hired
C00302,HR Manager,Product,AngelList,2025-01-23,2025-01-30,2025-02-06,2025-02-15,2025-03-05,Hired
C00303,Sales Executive,Product,Naukri,2025-09-11,2025-09-13,,,,Dropped
C00304,Software Engineer,Tech,Company Website,2025-09-10,2025-09-16,2025-09-24,,,Rejected
C00305,Software Engineer,Tech,Company Website,2024-10-20,2024-10-27,2024-11-04,2024-11-14,,Rejected
C00306,Marketing Specialist,Marketing,Referral,2025-06-09,2025-06-13,2025-06-28,,,Dropped
C00307,Sales Executive,Marketing,LinkedIn,2024-12-24,2024-12-29,2025-01-06,,,Dropped
C00308,Software Engineer,Tech,AngelList,2024-03-12,2024-03-15,2024-03-29,2024-04-05,2024-04-17,Hired
C00309,Software Engineer,Tech,LinkedIn,2025-07-13,2025-07-18,2025-07-27,2025-08-03,,Dropped
C00310,Data Scientist,Product,AngelList,2025-06-29,2025-07-04,2025-07-15,,,Rejected
C00311,Data Scientist,Product,Naukri,2025-06-13,2025-06-15,2025-06-29,2025-07-03,2025-07-12,Hired
C00312,HR Manager,Tech,Referral,2025-07-19,2025-07-24,2025-08-04,,,Rejected
C00313,HR Manager,Product,Referral,2025-08-11,2025-08-16,,,,Hired
C00314,HR Manager,Tech,Referral,2025-01-27,2025-02-04,2025-02-14,2025-02-23,,Dropped
C00315,Data Scientist,Product,Referral,2024-10-02,2024-10-11,2024-10-17,2024-10-27,2024-11-05,Hired
C00316,HR Manager,Tech,LinkedIn,2023-10-29,2023-10-30,2023-11-12,2023-11-17,2023-12-05,Hired
C00317,Software Engineer,HR,Company Website,2024-08-25,2024-08-26,2024-09-03,2024-09-09,,Rejected
C00318,Data Scientist,Tech,LinkedIn,2024-04-29,2024-05-03,,,,Rejected
C00319,HR Manager,HR,LinkedIn,2024-12-21,2024-12-28,2024-12-31,2025-01-02,2025-01-10,Hired
C00320,Software Engineer,Sales,Naukri,2023-10-20,2023-10-27,2023-11-08,2023-11-13,2023-11-14,Hired
C00321,HR Manager,HR,Referral,2023-09-28,2023-10-06,2023-10-19,2023-10-21,,Dropped
C00322,Product Manager,Sales,LinkedIn,2023-10-31,2023-11-07,2023-11-20,2023-11-25,,Dropped
C00323,HR Manager,Marketing,LinkedIn,2024-07-08,2024-07-14,,,,Hired
C00324,Product Manager,Product,Naukri,2024-03-15,2024-03-18,2024-03-27,,,Hired
C00325,HR Manager,Marketing,LinkedIn,2025-08-17,2025-08-27,2025-08-31,2025-09-07,,Rejected
C00326,Marketing Specialist,Tech,Company Website,2024-09-12,2024-09-19,2024-10-02,2024-10-09,,Dropped
C00327,Marketing Specialist,HR,Naukri,2024-09-16,2024-09-17,2024-10-01,2024-10-04,2024-10-20,Hired
C00328,Sales Executive,Sales,AngelList,2024-04-07,2024-04-17,2024-04-22,,,Hired
C00329,Marketing Specialist,Sales,Referral,2025-03-27,2025-03-28,2025-04-10,2025-04-12,2025-04-14,Hired
C00330,Marketing Specialist,HR,Referral,2024-03-16,2024-03-17,,,,Hired
C00331,HR Manager,Tech,Company Website,2024-10-04,2024-10-05,2024-10-14,,,Dropped
C00332,Data Scientist,HR,LinkedIn,2024-03-09,2024-03-15,,,,Hired
C00333,Data Scientist,Marketing,LinkedIn,2024-04-21,2024-04-30,2024-05-15,2024-05-25,2024-06-10,Hired
C00334,Product Manager,Marketing,Referral,2024-07-18,2024-07-22,2024-08-05,2024-08-12,2024-08-15,Hired
C00335,Data Scientist,Tech,Naukri,2024-06-16,2024-06-20,2024-06-28,2024-07-04,,Dropped
C00336,Software Engineer,HR,Referral,2024-06-27,2024-07-05,2024-07-09,2024-07-10,2024-07-22,Hired
C00337,Sales Executive,Marketing,LinkedIn,2025-03-15,2025-03-18,2025-03-21,2025-03-22,,Rejected
C00338,Marketing Specialist,Sales,AngelList,2025-01-25,2025-02-03,2025-02-10,2025-02-11,2025-02-27,Hired
C00339,Sales Executive,Sales,Naukri,2023-12-11,,,,,Dropped
C00340,Software Engineer,Product,LinkedIn,2025-04-18,2025-04-27,2025-04-29,2025-05-09,,Rejected
C00341,Marketing Specialist,HR,Naukri,2024-10-12,2024-10-19,2024-11-02,,,Rejected
C00342,Product Manager,Tech,Naukri,2024-11-06,2024-11-10,2024-11-15,2024-11-25,,Rejected
C00343,Software Engineer,Sales,AngelList,2025-01-12,2025-01-17,2025-01-19,2025-01-23,2025-01-31,Hired
C00344,Software Engineer,Sales,AngelList,2024-03-24,2024-04-02,2024-04-08,2024-04-17,,Dropped
C00345,Sales Executive,Marketing,AngelList,2024-07-26,2024-07-27,2024-07-29,2024-08-05,2024-08-17,Hired
C00346,HR Manager,Sales,LinkedIn,2024-10-08,2024-10-09,2024-10-14,,,Rejected
C00347,Sales Executive,HR,Referral,2024-04-20,,,,,Dropped
C00348,Sales Executive,HR,Company Website,2024-03-09,2024-03-13,2024-03-24,2024-04-01,,Dropped
C00349,Data Scientist,Product,Company Website,2023-11-02,2023-11-07,2023-11-11,2023-11-15,,Dropped
C00350,Software Engineer,Marketing,Naukri,2023-09-22,2023-09-28,2023-10-05,2023-10-11,,Rejected
C00351,Sales Executive,HR,Referral,2025-03-09,2025-03-10,2025-03-25,,,Hired
C00352,Software Engineer,HR,Company Website,2025-04-10,2025-04-13,2025-04-23,,,Hired
C00353,Data Scientist,Marketing,LinkedIn,2023-10-10,2023-10-18,2023-11-01,2023-11-08,,Rejected
C00354,Software Engineer,Marketing,Referral,2024-01-21,2024-01-26,2024-01-28,2024-02-06,2024-02-17,Hired
C00355,Sales Executive,Marketing,Referral,2025-06-12,2025-06-21,2025-06-26,2025-06-27,2025-07-15,Hired
C00356,Software Engineer,Marketing,Referral,2024-07-21,2024-07-31,2024-08-12,2024-08-13,,Dropped
C00357,Marketing Specialist,Product,Company Website,2025-01-08,2025-01-11,2025-01-12,2025-01-18,,Dropped
C00358,Data Scientist,Sales,Naukri,2024-07-10,2024-07-16,,,,Rejected
C00359,HR Manager,Tech,Company Website,2024-09-30,2024-10-01,,,,Rejected
C00360,Software Engineer,Marketing,Naukri,2024-03-23,2024-03-27,2024-04-07,,,Dropped
C00361,Sales Executive,HR,Company Website,2024-10-13,2024-10-23,2024-10-30,2024-11-03,2024-11-04,Hired
C00362,Data Scientist,Tech,AngelList,2023-12-01,2023-12-04,2023-12-10,2023-12-17,2023-12-29,Hired
C00363,Sales Executive,Product,AngelList,2025-01-20,2025-01-21,2025-01-22,2025-02-01,,Rejected
C00364,Sales Executive,Tech,LinkedIn,2025-08-14,2025-08-20,2025-09-02,2025-09-05,2025-09-20,Hired
C00365,Software Engineer,Tech,LinkedIn,2024-02-12,2024-02-15,,,,Dropped
C00366,Sales Executive,Sales,Naukri,2024-09-20,2024-09-30,2024-10-02,2024-10-08,2024-10-09,Hired
C00367,Software Engineer,Sales,AngelList,2024-10-24,,,,,Hired
C00368,HR Manager,Marketing,Company Website,2024-08-07,2024-08-09,2024-08-18,,,Rejected
C00369,Marketing Specialist,HR,LinkedIn,2023-12-08,,,,,Dropped
C00370,Sales Executive,Marketing,Company Website,2024-06-07,2024-06-14,2024-06-17,2024-06-18,2024-06-28,Hired
C00371,Sales Executive,Tech,Referral,2025-08-25,2025-08-27,2025-08-28,2025-08-29,,Rejected
C00372,Sales Executive,Marketing,Naukri,2024-07-20,2024-07-26,2024-07-31,2024-08-04,2024-08-21,Hired
C00373,Product Manager,Tech,AngelList,2024-08-23,2024-08-31,2024-09-15,,,Rejected
C00374,Product Manager,HR,AngelList,2025-04-27,2025-04-30,2025-05-12,2025-05-18,,Rejected
C00375,Data Scientist,Product,Naukri,2024-09-23,2024-09-25,2024-09-27,2024-10-05,2024-10-10,Hired
C00376,Marketing Specialist,Tech,Referral,2025-06-27,2025-07-01,2025-07-15,,,Hired
C00377,Marketing Specialist,Product,Company Website,2024-05-02,2024-05-05,2024-05-19,2024-05-28,,Dropped
C00378,Product Manager,Sales,Company Website,2025-06-18,2025-06-24,2025-07-02,2025-07-11,,Dropped
C00379,Data Scientist,Marketing,Naukri,2024-07-04,2024-07-06,2024-07-12,2024-07-16,,Dropped
C00380,Product Manager,Marketing,Referral,2024-05-24,,,,,Hired
C00381,HR Manager,Product,LinkedIn,2024-07-17,2024-07-27,2024-08-08,2024-08-18,2024-08-29,Hired
C00382,Data Scientist,Sales,Naukri,2025-04-09,2025-04-14,2025-04-22,2025-04-28,,Rejected
C00383,Marketing Specialist,Sales,Naukri,2024-02-12,,,,,Rejected
C00384,Marketing Specialist,Sales,AngelList,2025-02-18,2025-02-23,2025-02-28,2025-03-02,2025-03-13,Hired
C00385,Product Manager,Tech,Company Website,2024-10-02,2024-10-11,2024-10-22,,,Dropped
C00386,HR Manager,Sales,LinkedIn,2023-10-21,2023-10-26,,,,Dropped
C00387,Product Manager,Product,LinkedIn,2025-08-02,2025-08-03,2025-08-17,2025-08-23,,Dropped
C00388,Software Engineer,Product,LinkedIn,2024-05-25,2024-05-31,2024-06-13,2024-06-17,,Rejected
C00389,Software Engineer,HR,AngelList,2023-12-18,2023-12-24,2023-12-26,2024-01-04,,Rejected
C00390,HR Manager,Marketing,Referral,2024-03-24,2024-03-27,2024-04-04,2024-04-10,,Dropped
C00391,Sales Executive,Marketing,LinkedIn,2024-11-07,2024-11-15,2024-11-30,2024-12-06,2024-12-25,Hired
C00392,Sales Executive,HR,Company Website,2024-09-25,2024-10-01,2024-10-13,,,Dropped
C00393,Software Engineer,Product,LinkedIn,2024-01-30,2024-02-07,,,,Rejected
C00394,Software Engineer,Product,Company Website,2024-09-05,2024-09-15,2024-09-19,2024-09-27,,Dropped
C00395,Sales Executive,Product,AngelList,2024-08-19,2024-08-20,2024-09-01,,,Hired
C00396,Data Scientist,Marketing,Company Website,2024-01-04,2024-01-10,2024-01-15,2024-01-20,2024-02-08,Hired
C00397,Sales Executive,Sales,Company Website,2024-10-06,2024-10-13,2024-10-18,2024-10-20,2024-11-03,Hired
C00398,Product Manager,Marketing,LinkedIn,2023-12-22,2023-12-26,2024-01-01,2024-01-09,,Dropped
C00399,Data Scientist,HR,AngelList,2025-07-24,2025-07-30,2025-08-03,2025-08-04,2025-08-10,Hired
C00400,Product Manager,Sales,AngelList,2024-06-17,2024-06-24,2024-07-04,2024-07-05,2024-07-18,Hired
C00401,Software Engineer,Tech,Company Website,2024-08-07,2024-08-10,2024-08-13,2024-08-21,2024-09-03,Hired
C00402,Data Scientist,Tech,Naukri,2023-12-23,2023-12-25,2024-01-08,2024-01-10,,Rejected
C00403,Product Manager,Product,LinkedIn,2025-05-27,2025-05-31,2025-06-08,2025-06-09,2025-06-11,Hired
C00404,Product Manager,Sales,Referral,2024-07-26,2024-08-01,2024-08-05,2024-08-11,,Dropped
C00405,Data Scientist,Marketing,AngelList,2025-02-20,2025-02-26,2025-03-04,2025-03-07,,Rejected
C00406,HR Manager,HR,Company Website,2025-06-04,2025-06-11,2025-06-22,,,Dropped
C00407,Sales Executive,Product,Naukri,2025-07-02,2025-07-10,2025-07-24,2025-07-31,,Rejected
C00408,Marketing Specialist,Product,Referral,2025-07-12,2025-07-21,2025-07-31,2025-08-01,2025-08-11,Hired
C00409,Product Manager,Sales,Company Website,2024-09-26,2024-10-06,,,,Rejected
C00410,Sales Executive,HR,Company Website,2024-08-20,2024-08-21,2024-08-23,2024-08-29,2024-09-09,Hired
C00411,Marketing Specialist,Tech,Company Website,2024-01-07,2024-01-16,2024-01-19,,,Dropped
C00412,Sales Executive,Product,Referral,2024-07-21,2024-07-29,2024-08-02,2024-08-09,,Rejected
C00413,Software Engineer,Product,Company Website,2025-09-05,2025-09-15,2025-09-19,2025-09-26,2025-09-28,Hired
C00414,Marketing Specialist,Sales,Company Website,2024-08-03,2024-08-12,2024-08-21,2024-08-22,,Dropped
C00415,Sales Executive,Product,Referral,2024-05-16,2024-05-17,2024-05-30,2024-06-03,2024-06-23,Hired
C00416,Product Manager,Sales,AngelList,2024-10-25,,,,,Dropped
C00417,Marketing Specialist,HR,Company Website,2025-03-24,2025-03-28,,,,Rejected
C00418,Software Engineer,Tech,Company Website,2024-12-23,2024-12-28,,,,Rejected
C00419,Data Scientist,Tech,Company Website,2024-02-15,2024-02-19,2024-03-02,,,Rejected
C00420,Product Manager,Product,Referral,2024-11-09,2024-11-19,2024-11-27,2024-11-30,,Dropped
C00421,Software Engineer,Product,LinkedIn,2023-10-17,2023-10-21,2023-11-01,2023-11-04,,Rejected
C00422,Software Engineer,Sales,Company Website,2023-10-29,2023-10-31,2023-11-10,,,Rejected
C00423,Marketing Specialist,HR,AngelList,2025-09-03,2025-09-11,2025-09-24,2025-10-02,,Rejected
C00424,Sales Executive,Sales,Naukri,2024-01-19,2024-01-23,2024-01-28,2024-01-31,,Dropped
C00425,Data Scientist,Marketing,Company Website,2024-08-05,2024-08-14,2024-08-23,2024-08-26,,Dropped
C00426,Product Manager,Product,AngelList,2024-03-16,2024-03-23,2024-03-31,,,Hired
C00427,Product Manager,Tech,Company Website,2023-10-23,2023-10-30,2023-11-13,,,Dropped
C00428,Sales Executive,Tech,Referral,2024-11-19,2024-11-28,,,,Hired
C00429,Data Scientist,Sales,Company Website,2024-09-15,2024-09-18,2024-09-28,2024-10-05,2024-10-13,Hired
C00430,Marketing Specialist,Sales,Naukri,2024-01-05,2024-01-11,2024-01-22,2024-01-30,2024-02-14,Hired
C00431,Product Manager,Product,Naukri,2023-12-13,2023-12-18,2023-12-28,,,Dropped
C00432,Data Scientist,Sales,AngelList,2023-12-10,2023-12-18,2023-12-23,2023-12-28,,Dropped
C00433,Marketing Specialist,Tech,Company Website,2025-05-31,2025-06-10,2025-06-23,2025-06-29,,Dropped
C00434,Marketing Specialist,Tech,LinkedIn,2025-07-30,2025-08-05,2025-08-12,2025-08-15,,Dropped
C00435,Product Manager,Tech,AngelList,2024-05-20,2024-05-25,,,,Dropped
C00436,Sales Executive,Marketing,LinkedIn,2024-10-24,2024-10-31,2024-11-10,2024-11-19,2024-12-08,Hired
C00437,HR Manager,Sales,Company Website,2025-04-14,2025-04-19,2025-04-29,2025-05-06,2025-05-23,Hired
C00438,Product Manager,Product,AngelList,2025-08-09,,,,,Rejected
C00439,Software Engineer,Tech,Company Website,2024-06-15,2024-06-24,,,,Hired
C00440,Software Engineer,Marketing,Company Website,2024-07-31,2024-08-03,2024-08-16,2024-08-19,,Rejected
C00441,Marketing Specialist,Sales,Naukri,2023-11-06,2023-11-15,2023-11-18,2023-11-22,,Rejected
C00442,HR Manager,HR,Naukri,2023-11-15,2023-11-19,2023-11-28,2023-11-29,,Dropped
C00443,Product Manager,Product,Naukri,2025-09-08,2025-09-10,2025-09-17,2025-09-22,,Dropped
C00444,Software Engineer,Product,LinkedIn,2025-05-07,2025-05-16,2025-05-24,2025-05-25,,Dropped
C00445,Software Engineer,Product,Naukri,2025-08-04,2025-08-10,2025-08-17,2025-08-23,2025-09-07,Hired
C00446,Product Manager,Product,Naukri,2024-02-27,2024-03-04,2024-03-12,2024-03-21,,Dropped
C00447,Data Scientist,HR,AngelList,2024-02-09,2024-02-10,2024-02-16,,,Hired
C00448,Marketing Specialist,Sales,Naukri,2024-06-29,2024-07-06,2024-07-14,2024-07-19,,Rejected
C00449,Product Manager,Sales,Referral,2025-01-02,2025-01-12,2025-01-19,2025-01-22,,Dropped
C00450,Data Scientist,Sales,Referral,2025-09-07,2025-09-13,2025-09-18,2025-09-24,,Dropped
C00451,Marketing Specialist,Product,Company Website,2024-09-15,2024-09-20,2024-09-23,,,Hired
C00452,HR Manager,HR,Company Website,2025-08-08,2025-08-10,2025-08-19,2025-08-24,,Dropped
C00453,Sales Executive,Marketing,LinkedIn,2024-01-28,2024-01-30,2024-02-02,,,Hired
C00454,Marketing Specialist,Product,Referral,2024-02-29,2024-03-10,,,,Hired
C00455,HR Manager,HR,Company Website,2023-12-23,2023-12-29,2024-01-09,,,Hired
C00456,Sales Executive,Tech,LinkedIn,2025-07-30,2025-08-05,2025-08-09,,,Dropped
C00457,Software Engineer,Sales,Company Website,2025-06-02,2025-06-11,2025-06-20,,,Dropped
C00458,Software Engineer,Product,Referral,2024-03-25,2024-03-29,2024-04-12,,,Dropped
C00459,Software Engineer,Product,Naukri,2024-06-01,2024-06-09,2024-06-16,2024-06-20,,Dropped
C00460,Marketing Specialist,HR,Referral,2024-10-20,2024-10-28,2024-11-09,2024-11-14,,Rejected
C00461,Data Scientist,Sales,LinkedIn,2024-12-08,2024-12-12,2024-12-13,2024-12-22,,Rejected
C00462,Sales Executive,Marketing,Referral,2024-11-25,2024-11-27,2024-12-05,,,Hired
C00463,Software Engineer,Tech,Referral,2024-02-21,2024-02-24,2024-03-04,,,Dropped
C00464,Product Manager,HR,LinkedIn,2024-10-21,2024-10-26,2024-11-08,2024-11-18,,Rejected
C00465,Sales Executive,Marketing,Referral,2024-07-24,2024-07-30,2024-08-07,,,Dropped
C00466,Sales Executive,Marketing,Naukri,2024-05-22,2024-06-01,2024-06-03,2024-06-08,,Dropped
C00467,Data Scientist,Tech,Naukri,2023-10-18,2023-10-27,2023-10-28,2023-10-29,2023-11-14,Hired
C00468,HR Manager,Tech,AngelList,2025-05-01,2025-05-07,,,,Rejected
C00469,Data Scientist,Tech,Company Website,2024-08-05,,,,,Rejected
C00470,Software Engineer,Marketing,Naukri,2024-08-01,,,,,Dropped
C00471,Product Manager,HR,Company Website,2024-02-04,2024-02-07,2024-02-10,,,Rejected
C00472,Product Manager,Marketing,Company Website,2024-12-31,2025-01-08,2025-01-21,2025-01-29,,Rejected
C00473,Software Engineer,HR,Naukri,2025-01-30,2025-02-07,2025-02-21,,,Rejected
C00474,Product Manager,Marketing,AngelList,2025-03-09,2025-03-11,2025-03-19,,,Rejected
C00475,Data Scientist,Tech,Company Website,2023-11-29,2023-12-02,2023-12-09,2023-12-10,,Dropped
C00476,Marketing Specialist,Sales,AngelList,2024-10-05,2024-10-09,2024-10-24,2024-10-30,,Dropped
C00477,Data Scientist,Product,Naukri,2025-02-15,2025-02-16,2025-02-19,,,Rejected
C00478,Marketing Specialist,Marketing,Company Website,2025-07-05,2025-07-11,,,,Dropped
C00479,Software Engineer,Product,Naukri,2024-04-18,2024-04-21,2024-05-02,,,Hired
C00480,Product Manager,Product,Company Website,2025-08-15,2025-08-23,2025-08-26,2025-09-01,,Dropped
C00481,Sales Executive,Product,LinkedIn,2024-12-26,2024-12-27,2025-01-02,2025-01-09,,Rejected
C00482,HR Manager,Marketing,AngelList,2025-05-02,2025-05-03,2025-05-04,2025-05-06,2025-05-09,Hired
C00483,Sales Executive,Sales,LinkedIn,2025-04-02,2025-04-04,2025-04-06,2025-04-14,,Dropped
C00484,Marketing Specialist,Product,AngelList,2024-11-22,2024-12-02,2024-12-05,2024-12-11,,Dropped
C00485,Data Scientist,Marketing,Referral,2025-07-09,2025-07-13,2025-07-17,2025-07-21,2025-07-22,Hired
C00486,Data Scientist,Marketing,LinkedIn,2024-06-26,2024-07-02,2024-07-07,2024-07-13,,Rejected
C00487,Data Scientist,Marketing,Naukri,2025-03-10,2025-03-17,2025-03-31,,,Dropped
C00488,Data Scientist,Marketing,Company Website,2025-08-05,2025-08-10,,,,Rejected
C00489,HR Manager,Marketing,Company Website,2024-05-06,2024-05-15,2024-05-18,,,Dropped
C00490,Software Engineer,HR,Referral,2023-12-30,2024-01-04,2024-01-13,2024-01-19,,Dropped
C00491,Data Scientist,HR,AngelList,2023-09-25,2023-10-05,,,,Hired
C00492,Marketing Specialist,Product,LinkedIn,2025-02-02,2025-02-07,,,,Dropped
C00493,Product Manager,HR,Company Website,2024-03-05,2024-03-07,2024-03-12,2024-03-13,,Rejected
C00494,HR Manager,Marketing,Naukri,2025-03-05,2025-03-07,,,,Rejected
C00495,Marketing Specialist,Marketing,Referral,2024-04-05,2024-04-10,2024-04-16,2024-04-20,2024-05-04,Hired
C00496,Marketing Specialist,HR,Company Website,2024-09-02,2024-09-06,,,,Dropped
C00497,Data Scientist,Product,AngelList,2024-06-19,2024-06-25,2024-06-29,2024-06-30,,Dropped
C00498,Product Manager,Product,Company Website,2025-05-05,,,,,Dropped
C00499,Data Scientist,Tech,Naukri,2023-10-27,2023-11-01,,,,Rejected
C00500,Marketing Specialist,HR,Referral,2024-05-17,2024-05-22,2024-06-06,2024-06-09,2024-06-13,Hired
C00501,Software Engineer,Marketing,AngelList,2024-12-29,2024-12-30,2025-01-11,,,Rejected
C00502,HR Manager,Marketing,LinkedIn,2023-12-06,,,,,Hired
C00503,Software Engineer,Tech,Company Website,2024-10-17,2024-10-23,2024-11-06,2024-11-15,,Dropped
C00504,HR Manager,HR,Referral,2025-03-02,2025-03-06,2025-03-21,2025-03-31,2025-04-16,Hired
C00505,Data Scientist,Product,Company Website,2025-08-06,,,,,Rejected
C00506,Data Scientist,Sales,Referral,2023-12-04,2023-12-13,2023-12-22,,,Rejected
C00507,HR Manager,Tech,AngelList,2023-12-06,2023-12-14,2023-12-20,2023-12-28,,Rejected
C00508,Product Manager,Product,Referral,2025-03-03,2025-03-07,2025-03-20,2025-03-21,,Rejected
C00509,Product Manager,Marketing,LinkedIn,2023-12-21,2023-12-23,2024-01-03,2024-01-09,2024-01-28,Hired
C00510,Data Scientist,Tech,Naukri,2023-10-12,,,,,Hired
C00511,Data Scientist,Tech,LinkedIn,2024-09-13,2024-09-22,,,,Rejected
C00512,Software Engineer,Sales,Company Website,2025-07-08,2025-07-10,2025-07-14,2025-07-21,,Rejected
C00513,Marketing Specialist,Product,Referral,2023-10-14,2023-10-22,,,,Rejected
C00514,Data Scientist,Sales,Referral,2025-08-31,2025-09-05,2025-09-06,2025-09-11,,Rejected
C00515,HR Manager,Tech,LinkedIn,2024-12-22,2024-12-28,2025-01-09,2025-01-13,2025-01-25,Hired
C00516,Product Manager,Product,Naukri,2025-01-09,2025-01-17,2025-01-24,2025-01-25,2025-02-13,Hired
C00517,Product Manager,HR,Naukri,2024-11-02,2024-11-05,2024-11-13,2024-11-19,,Rejected
C00518,Software Engineer,Tech,Company Website,2025-06-01,2025-06-04,2025-06-14,2025-06-17,,Rejected
